origin_zone,destination_zone,volume_break,tariff,price,extra_liter_price
6,7,10 до 15,6-7-10 до 15,311,0
6,7,15 до 20,6-7-15 до 20,368,0
6,7,20 до 30,6-7-20 до 30,423,0
6,7,30 до 50,6-7-30 до 50,713,0
6,7,50 до 80,6-7-50 до 80,1214,0
6,7,80 до 100,6-7-80 до 100,1508,0
6,7,100 до 120,6-7-100 до 120,1736,0
6,7,от 120,6-7-от 120,1736,12
7,7,0 до 1,7-7-0 до 1,141,0
7,7,1 до 3,7-7-1 до 3,173,0
7,7,3 до 5,7-7-3 до 5,198,0
7,7,5 до 10,7-7-5 до 10,228,0
7,7,10 до 15,7-7-10 до 15,261,0
7,7,15 до 20,7-7-15 до 20,285,0
7,7,20 до 30,7-7-20 до 30,342,0
7,7,30 до 50,7-7-30 до 50,552,0
7,7,50 до 80,7-7-50 до 80,888,0
7,7,80 до 100,7-7-80 до 100,1101,0
7,7,100 до 120,7-7-100 до 120,1257,0
7,7,от 120,7-7-от 120,1257,9
8,7,0 до 1,8-7-0 до 1,164,0
8,7,1 до 3,8-7-1 до 3,209,0
8,7,3 до 5,8-7-3 до 5,248,0
8,7,5 до 10,8-7-5 до 10,337,0
8,7,10 до 15,8-7-10 до 15,403,0
8,7,15 до 20,8-7-15 до 20,469,0
8,7,20 до 30,8-7-20 до 30,532,0
8,7,30 до 50,8-7-30 до 50,927,0
8,7,50 до 80,8-7-50 до 80,1677,0
8,7,80 до 100,8-7-80 до 100,2066,0
8,7,100 до 120,8-7-100 до 120,2351,0
8,7,от 120,8-7-от 120,2351,15
Москва и МО,8,0 до 1,Москва и МО-8-0 до 1,183,0
Москва и МО,8,1 до 3,Москва и МО-8-1 до 3,216,0
Москва и МО,8,3 до 5,Москва и МО-8-3 до 5,254,0
Москва и МО,8,5 до 10,Москва и МО-8-5 до 10,357,0
Москва и МО,8,10 до 15,Москва и МО-8-10 до 15,434,0
Москва и МО,8,15 до 20,Москва и МО-8-15 до 20,514,0
Москва и МО,8,20 до 30,Москва и МО-8-20 до 30,606,0
Москва и МО,8,30 до 50,Москва и МО-8-30 до 50,928,0
Москва и МО,8,50 до 80,Москва и МО-8-50 до 80,1401,0
Москва и МО,8,80 до 100,Москва и МО-8-80 до 100,1724,0
Москва и МО,8,100 до 120,Москва и МО-8-100 до 120,2047,0
Москва и МО,8,от 120,Москва и МО-8-от 120,2047,15
СПБ и ЛО,8,0 до 1,СПБ и ЛО-8-0 до 1,183,0
СПБ и ЛО,8,1 до 3,СПБ и ЛО-8-1 до 3,216,0
СПБ и ЛО,8,3 до 5,СПБ и ЛО-8-3 до 5,254,0
СПБ и ЛО,8,5 до 10,СПБ и ЛО-8-5 до 10,357,0
СПБ и ЛО,8,10 до 15,СПБ и ЛО-8-10 до 15,434,0
СПБ и ЛО,8,15 до 20,СПБ и ЛО-8-15 до 20,514,0
СПБ и ЛО,8,20 до 30,СПБ и ЛО-8-20 до 30,606,0
СПБ и ЛО,8,30 до 50,СПБ и ЛО-8-30 до 50,928,0
СПБ и ЛО,8,50 до 80,СПБ и ЛО-8-50 до 80,1401,0
СПБ и ЛО,8,80 до 100,СПБ и ЛО-8-80 до 100,1724,0
СПБ и ЛО,8,100 до 120,СПБ и ЛО-8-100 до 120,2047,0
СПБ и ЛО,8,от 120,СПБ и ЛО-8-от 120,2047,15
1,8,0 до 1,1-8-0 до 1,183,0
1,8,1 до 3,1-8-1 до 3,216,0
1,8,3 до 5,1-8-3 до 5,254,0
1,8,5 до 10,1-8-5 до 10,357,0
1,8,10 до 15,1-8-10 до 15,434,0
1,8,15 до 20,1-8-15 до 20,514,0
1,8,20 до 30,1-8-20 до 30,606,0
1,8,30 до 50,1-8-30 до 50,928,0
1,8,50 до 80,1-8-50 до 80,1680,0
1,8,80 до 100,1-8-80 до 100,2069,0
1,8,100 до 120,1-8-100 до 120,2354,0
1,8,от 120,1-8-от 120,2354,15
2,8,0 до 1,2-8-0 до 1,206,0
2,8,1 до 3,2-8-1 до 3,254,0
2,8,3 до 5,2-8-3 до 5,281,0
2,8,5 до 10,2-8-5 до 10,389,0
2,8,10 до 15,2-8-10 до 15,477,0
2,8,15 до 20,2-8-15 до 20,563,0
2,8,20 до 30,2-8-20 до 30,668,0
2,8,30 до 50,2-8-30 до 50,928,0
2,8,50 до 80,2-8-50 до 80,1680,0
2,8,80 до 100,2-8-80 до 100,2069,0
2,8,100 до 120,2-8-100 до 120,2354,0
2,8,от 120,2-8-от 120,2354,15
3,8,0 до 1,3-8-0 до 1,206,0
3,8,1 до 3,3-8-1 до 3,254,0
3,8,3 до 5,3-8-3 до 5,281,0
3,8,5 до 10,3-8-5 до 10,389,0
3,8,10 до 15,3-8-10 до 15,477,0
3,8,15 до 20,3-8-15 до 20,563,0
3,8,20 до 30,3-8-20 до 30,668,0
3,8,30 до 50,3-8-30 до 50,928,0
3,8,50 до 80,3-8-50 до 80,1680,0
3,8,80 до 100,3-8-80 до 100,2069,0
3,8,100 до 120,3-8-100 до 120,2354,0
3,8,от 120,3-8-от 120,2354,15
4,8,0 до 1,4-8-0 до 1,206,0
4,8,1 до 3,4-8-1 до 3,254,0
4,8,3 до 5,4-8-3 до 5,278,0
4,8,5 до 10,4-8-5 до 10,389,0
4,8,10 до 15,4-8-10 до 15,476,0
4,8,15 до 20,4-8-15 до 20,562,0
4,8,20 до 30,4-8-20 до 30,668,0
4,8,30 до 50,4-8-30 до 50,927,0
4,8,50 до 80,4-8-50 до 80,1677,0
4,8,80 до 100,4-8-80 до 100,2066,0
4,8,100 до 120,4-8-100 до 120,2351,0
4,8,от 120,4-8-от 120,2351,15
5,8,0 до 1,5-8-0 до 1,247,0
5,8,1 до 3,5-8-1 до 3,307,0
5,8,3 до 5,5-8-3 до 5,318,0
5,8,5 до 10,5-8-5 до 10,373,0
5,8,10 до 15,5-8-10 до 15,419,0
5,8,15 до 20,5-8-15 до 20,507,0
5,8,20 до 30,5-8-20 до 30,674,0
5,8,30 до 50,5-8-30 до 50,960,0
5,8,50 до 80,5-8-50 до 80,1736,0
5,8,80 до 100,5-8-80 до 100,2141,0
5,8,100 до 120,5-8-100 до 120,2448,0
5,8,от 120,5-8-от 120,2448,15
6,8,0 до 1,6-8-0 до 1,150,0
6,8,1 до 3,6-8-1 до 3,187,0
6,8,3 до 5,6-8-3 до 5,229,0
6,8,5 до 10,6-8-5 до 10,266,0
6,8,10 до 15,6-8-10 до 15,311,0
6,8,15 до 20,6-8-15 до 20,368,0
6,8,20 до 30,6-8-20 до 30,423,0
6,8,30 до 50,6-8-30 до 50,713,0
6,8,50 до 80,6-8-50 до 80,1214,0
6,8,80 до 100,6-8-80 до 100,1508,0
6,8,100 до 120,6-8-100 до 120,1736,0
6,8,от 120,6-8-от 120,1736,12
7,8,0 до 1,7-8-0 до 1,165,0
7,8,1 до 3,7-8-1 до 3,209,0
7,8,3 до 5,7-8-3 до 5,248,0
7,8,5 до 10,7-8-5 до 10,338,0
7,8,10 до 15,7-8-10 до 15,403,0
7,8,15 до 20,7-8-15 до 20,469,0
7,8,20 до 30,7-8-20 до 30,533,0
7,8,30 до 50,7-8-30 до 50,928,0
7,8,50 до 80,7-8-50 до 80,1680,0
7,8,80 до 100,7-8-80 до 100,2069,0
7,8,100 до 120,7-8-100 до 120,2354,0
7,8,от 120,7-8-от 120,2354,15
8,8,0 до 1,8-8-0 до 1,139,0
8,8,1 до 3,8-8-1 до 3,172,0
8,8,3 до 5,8-8-3 до 5,195,0
8,8,5 до 10,8-8-5 до 10,228,0
8,8,10 до 15,8-8-10 до 15,259,0
8,8,15 до 20,8-8-15 до 20,284,0
8,8,20 до 30,8-8-20 до 30,341,0
8,8,30 до 50,8-8-30 до 50,551,0
8,8,50 до 80,8-8-50 до 80,885,0
8,8,80 до 100,8-8-80 до 100,1098,0
8,8,100 до 120,8-8-100 до 120,1253,0
8,8,от 120,8-8-от 120,1253,9
